region;filial;basic_station;range;standard;work_type;sign;contractor;position_approved_plan;position_approved_fact;access_to_equipment_plan;access_to_equipment_fact;data_for_bs_plan;data_for_bs_fact;equipment_purchase_application_plan;equipment_purchase_application_fact;equipment_order_plan;equipment_order_fact;rent_contract_plan;rent_contract_fact;proj_work_begin_plan;proj_work_begin_fact;layout_agreed_plan;layout_agreed_fact;build_work_begin_plan;build_work_begin_fact;build_work_end_plan;build_work_end_fact;equipment_supplied_plan;equipment_supplied_fact;contractor_got_equip_plan;contractor_got_equip_fact;eqiup_for_bs_installed_fact;integration_to_net_forecast;integration_to_net_plan;integration_to_net_fact
R5;E1;БС2681;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;28.07.2022;27.10.2022;15.12.2022;
R5;E1;БС2682;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;24.08.2022;27.10.2022;15.12.2022;
R5;E1;БС2683;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;01.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2684;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;03.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2685;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;28.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2686;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;25.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2687;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;30.09.2022;05.12.2022;;21.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2688;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;28.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2689;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;13.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;24.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2690;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;16.09.2022;05.12.2022;;09.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2691;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;29.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2692;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;06.07.2022;20.09.2022;;25.11.2022;14.07.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2693;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;13.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;08.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2695;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2696;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;13.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;25.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2697;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;06.10.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2698;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;03.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2699;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;30.09.2022;05.12.2022;;16.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2700;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;17.10.2022
R5;E1;БС2701;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;20.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2702;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;05.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2703;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;14.10.2022
R5;E1;БС2704;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;27.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2705;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;19.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2706;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;19.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2707;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;01.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2709;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;12.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2710;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2711;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;25.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2712;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;04.07.2022;17.07.2022;05.07.2022;16.07.2022;05.07.2022;30.07.2022;;13.08.2022;;06.08.2022;06.07.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.07.2022;20.09.2022;13.10.2022;25.11.2022;12.08.2022;05.12.2022;13.10.2022;08.08.2022;31.10.2022;15.12.2022;17.10.2022
R5;E1;БС2713;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2714;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;28.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2715;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;28.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2716;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;06.10.2022;05.12.2022;;03.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2718;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;08.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2719;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;17.08.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;03.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2720;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;04.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2721;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2722;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;03.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2723;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;24.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2725;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2726;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2727;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;05.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2729;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;02.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2730;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;28.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2731;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2732;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;25.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2733;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2734;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;28.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2735;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;02.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2737;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;05.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2738;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;16.09.2022;05.12.2022;;09.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2739;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;08.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2741;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;28.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2742;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;27.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2743;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;29.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2744;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;08.08.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;08.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2745;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.07.2022;20.09.2022;;25.11.2022;;05.12.2022;;10.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2746;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;09.09.2022;05.12.2022;;05.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2747;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;29.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2748;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;07.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2749;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;14.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2750;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;02.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2823;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;23.06.2022;05.12.2022;;02.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2824;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;20.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2825;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;08.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2826;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;25.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2827;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;28.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2828;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;28.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2829;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;09.08.2022;31.10.2022;15.12.2022;
