region;filial;basic_station;range;standard;work_type;sign;contractor;position_approved_plan;position_approved_fact;access_to_equipment_plan;access_to_equipment_fact;data_for_bs_plan;data_for_bs_fact;equipment_purchase_application_plan;equipment_purchase_application_fact;equipment_order_plan;equipment_order_fact;rent_contract_plan;rent_contract_fact;proj_work_begin_plan;proj_work_begin_fact;layout_agreed_plan;layout_agreed_fact;build_work_begin_plan;build_work_begin_fact;build_work_end_plan;build_work_end_fact;equipment_supplied_plan;equipment_supplied_fact;contractor_got_equip_plan;contractor_got_equip_fact;eqiup_for_bs_installed_fact;integration_to_net_forecast;integration_to_net_plan;integration_to_net_fact
R1;А1;БС1725;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;12.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;18.07.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;18.07.2022;27.10.2022;15.12.2022;
R1;А1;БС1726;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;17.05.2022;17.07.2022;18.05.2022;16.07.2022;20.05.2022;30.07.2022;;13.08.2022;;06.08.2022;19.05.2022;17.07.2022;01.06.2022;02.08.2022;11.06.2022;21.08.2022;13.09.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;19.08.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС2076;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;29.09.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;30.09.2022;05.12.2022;;28.09.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС2078;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;13.07.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;14.07.2022;05.12.2022;;13.07.2022;27.10.2022;15.12.2022;
R1;А1;БС1687;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;17.05.2022;17.07.2022;18.05.2022;16.07.2022;21.05.2022;30.07.2022;;13.08.2022;;06.08.2022;19.05.2022;17.07.2022;30.05.2022;02.08.2022;11.06.2022;21.08.2022;08.08.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;09.08.2022;27.10.2022;15.12.2022;17.10.2022
R1;А1;БС2080;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;12.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;06.06.2022;02.08.2022;21.06.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;23.06.2022;05.12.2022;;21.06.2022;27.10.2022;15.12.2022;
R1;А1;БС2086;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;12.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;06.06.2022;02.08.2022;21.06.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;23.06.2022;05.12.2022;;21.06.2022;27.10.2022;15.12.2022;
R1;А1;БС2081;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;28.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;11.07.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;14.07.2022;05.12.2022;;11.07.2022;27.10.2022;15.12.2022;
R1;А1;БС2082;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;28.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;14.07.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;14.07.2022;27.10.2022;15.12.2022;
R1;А1;БС2105;2100;4G;Модернизация;Въезд;ПО21;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;26.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;13.06.2022;02.08.2022;15.10.2022;21.08.2022;14.09.2022;20.09.2022;;25.11.2022;;05.12.2022;;14.10.2022;27.10.2022;15.12.2022;
R1;А1;БС1690;2100;4G;Модернизация;Въезд;ПО21;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;26.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;10.06.2022;02.08.2022;25.08.2022;21.08.2022;13.09.2022;20.09.2022;;25.11.2022;30.09.2022;05.12.2022;;21.09.2022;27.10.2022;15.12.2022;
R1;А1;БС1689;2100;4G;Модернизация;Въезд;ПО21;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;26.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;14.06.2022;02.08.2022;16.08.2022;21.08.2022;09.09.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;10.08.2022;27.10.2022;15.12.2022;
R1;А1;БС2085;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;20.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;01.06.2022;02.08.2022;;21.08.2022;13.09.2022;20.09.2022;;25.11.2022;09.09.2022;05.12.2022;;06.09.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС2083;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;31.07.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;04.08.2022;05.12.2022;;29.07.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС2091;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;28.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;;27.10.2022;15.12.2022;
R1;А1;БС2087;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;28.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;14.07.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;14.07.2022;27.10.2022;15.12.2022;
R1;А1;БС2084;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;06.06.2022;02.08.2022;21.06.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;20.05.2022;05.12.2022;;18.05.2022;27.10.2022;15.12.2022;05.10.2022
R1;А1;БС2079;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;12.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;24.06.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;24.06.2022;05.12.2022;;24.06.2022;27.10.2022;15.12.2022;
R1;А1;БС1707;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;06.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;20.07.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;20.07.2022;27.10.2022;15.12.2022;
R1;А1;БС2094;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;17.05.2022;17.07.2022;18.05.2022;16.07.2022;20.05.2022;30.07.2022;;13.08.2022;;06.08.2022;19.05.2022;17.07.2022;23.06.2022;02.08.2022;01.09.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;09.09.2022;05.12.2022;;01.09.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС1695;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;12.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;19.07.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;19.07.2022;27.10.2022;15.12.2022;
R1;А1;БС1410;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;15.07.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;15.07.2022;27.10.2022;15.12.2022;
R1;А1;БС2088;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;06.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;14.06.2022;02.08.2022;21.06.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;23.06.2022;05.12.2022;;21.06.2022;27.10.2022;15.12.2022;
R1;А1;БС2077;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;23.08.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;23.08.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС2100;1800;4G;Модернизация;Въезд;ПО21;15.11.2021;18.10.2021;30.11.2021;18.10.2021;29.11.2021;19.11.2021;13.12.2021;;27.12.2021;;20.12.2021;13.01.2022;30.11.2021;21.11.2021;16.12.2021;20.02.2022;04.01.2022;25.01.2022;03.02.2022;06.06.2022;10.04.2022;21.04.2022;20.04.2022;16.12.2021;;15.04.2022;30.04.2022;15.04.2022
R1;А1;БС2090;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;02.08.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;04.08.2022;05.12.2022;;02.08.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС2097;2100;4G;Модернизация;Въезд;ПО21;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;23.05.2022;02.08.2022;17.08.2022;21.08.2022;08.09.2022;20.09.2022;;25.11.2022;;05.12.2022;;12.10.2022;27.10.2022;15.12.2022;17.10.2022
R1;А1;БС2089;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;29.07.2022;05.12.2022;;21.07.2022;27.10.2022;15.12.2022;
R1;А1;БС2093;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;06.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;09.06.2022;02.08.2022;21.06.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;23.06.2022;05.12.2022;;21.06.2022;27.10.2022;15.12.2022;
R1;А1;БС1413;2100;4G;Модернизация;Въезд;ПО23;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;13.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;23.05.2022;02.08.2022;17.08.2022;21.08.2022;13.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;17.08.2022;27.10.2022;15.12.2022;
R1;А1;БС2092;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;12.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;21.06.2022;02.08.2022;21.06.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;23.06.2022;05.12.2022;;21.06.2022;27.10.2022;15.12.2022;
R1;А1;БС2098;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;28.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;06.10.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС2095;2100;4G;Модернизация;Въезд;ПО21;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.05.2022;02.08.2022;26.05.2022;21.08.2022;28.06.2022;20.09.2022;;25.11.2022;30.06.2022;05.12.2022;;27.06.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС1703;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;06.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;;27.10.2022;15.12.2022;
R1;А1;БС2101;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;28.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;;27.10.2022;15.12.2022;
R1;А1;БС1397;2100;4G;Модернизация;Въезд;ПО21;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;20.05.2022;02.08.2022;;21.08.2022;15.08.2022;20.09.2022;;25.11.2022;09.09.2022;05.12.2022;;01.09.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС1394;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;28.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;;27.10.2022;15.12.2022;
R1;А1;БС1395;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;17.05.2022;17.07.2022;18.05.2022;16.07.2022;20.05.2022;30.07.2022;;13.08.2022;;06.08.2022;19.05.2022;17.07.2022;23.06.2022;02.08.2022;01.09.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;09.09.2022;05.12.2022;;01.09.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС1396;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;20.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;24.05.2022;02.08.2022;12.09.2022;21.08.2022;16.09.2022;20.09.2022;;25.11.2022;16.09.2022;05.12.2022;;09.09.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС1400;2100;4G;Модернизация;Въезд;ПО21;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;20.05.2022;02.08.2022;23.06.2022;21.08.2022;05.08.2022;20.09.2022;;25.11.2022;09.09.2022;05.12.2022;;05.09.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС1398;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;06.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;;27.10.2022;15.12.2022;
R1;А1;БС1420;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;06.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;;27.10.2022;15.12.2022;
R1;А1;БС1411;900;2G;Модернизация;Въезд;ПО2;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;25.05.2022;02.08.2022;08.06.2022;21.08.2022;11.09.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;25.08.2022;27.10.2022;15.12.2022;
R1;А1;БС1411;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;25.05.2022;02.08.2022;08.06.2022;21.08.2022;16.09.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;25.08.2022;27.10.2022;15.12.2022;
R1;А1;БС1401;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;06.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;;27.10.2022;15.12.2022;
R1;А1;БС1402;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;24.05.2022;02.08.2022;;21.08.2022;13.09.2022;20.09.2022;;25.11.2022;09.09.2022;05.12.2022;;01.09.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС1399;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;12.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;21.06.2022;02.08.2022;22.06.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;23.06.2022;05.12.2022;;22.06.2022;27.10.2022;15.12.2022;
R1;А1;БС1404;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;12.07.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;14.07.2022;05.12.2022;;12.07.2022;27.10.2022;15.12.2022;
R1;А1;БС1403;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;01.07.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;14.07.2022;05.12.2022;;01.07.2022;27.10.2022;15.12.2022;
R1;А1;БС1416;900;2G;Модернизация;Въезд;ПО23;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;13.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;27.05.2022;02.08.2022;19.06.2022;21.08.2022;30.08.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;18.08.2022;27.10.2022;15.12.2022;
R1;А1;БС1416;2100;4G;Модернизация;Въезд;ПО23;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;13.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;27.05.2022;02.08.2022;19.06.2022;21.08.2022;30.08.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;18.08.2022;27.10.2022;15.12.2022;
R1;А1;БС1405;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;06.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;;27.10.2022;15.12.2022;
R1;А1;БС1426;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;17.05.2022;17.07.2022;18.05.2022;16.07.2022;20.05.2022;30.07.2022;;13.08.2022;;06.08.2022;19.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;06.10.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС1722;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;06.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;23.06.2022;02.08.2022;31.08.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;02.09.2022;05.12.2022;;30.08.2022;27.10.2022;15.12.2022;06.10.2022
R1;А1;БС1716;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;12.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;25.07.2022;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;29.07.2022;05.12.2022;;25.07.2022;27.10.2022;15.12.2022;
R1;А1;БС1409;900;2G;Модернизация;Въезд;ПО2;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;25.05.2022;02.08.2022;08.06.2022;21.08.2022;11.09.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;24.08.2022;27.10.2022;15.12.2022;
R1;А1;БС1409;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;25.05.2022;02.08.2022;08.06.2022;21.08.2022;15.09.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;24.08.2022;27.10.2022;15.12.2022;
R1;А1;БС1423;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;06.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;;27.10.2022;15.12.2022;
R1;А1;БС1417;2100;4G;Модернизация;Въезд;ПО23;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;13.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;25.05.2022;02.08.2022;17.08.2022;21.08.2022;10.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;16.08.2022;27.10.2022;15.12.2022;
R1;А1;БС1421;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;06.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;;27.10.2022;15.12.2022;
R1;А1;БС1422;2100;4G;Модернизация;Въезд;ПО23;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;03.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;26.05.2022;02.08.2022;22.06.2022;21.08.2022;10.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;17.08.2022;27.10.2022;15.12.2022;
R1;А1;БС1406;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;06.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.05.2022;05.12.2022;;;27.10.2022;15.12.2022;
R1;А1;БС1392;900;2G;Строительство;Въезд;ПО9;17.05.2021;12.03.2021;22.07.2021;17.03.2021;31.05.2021;15.03.2021;14.06.2021;09.02.2021;28.06.2021;25.02.2021;05.10.2021;12.05.2021;22.07.2021;19.03.2021;19.08.2021;17.06.2021;09.09.2021;25.03.2021;04.12.2021;24.01.2022;09.11.2021;06.08.2021;19.11.2021;20.01.2022;;31.01.2022;31.01.2022;31.01.2022
R1;А1;БС1392;1800;4G;Строительство;1;ПО9;17.05.2021;12.03.2021;22.07.2021;17.03.2021;31.05.2021;15.03.2021;14.06.2021;30.12.2020;28.06.2021;25.02.2021;05.10.2021;12.05.2021;22.07.2021;19.03.2021;19.08.2021;17.06.2021;09.09.2021;25.03.2021;04.12.2021;24.01.2022;09.11.2021;06.08.2021;19.11.2021;20.01.2022;;31.01.2022;31.01.2022;31.01.2022
R1;А1;БС1414;2100;4G;Модернизация;Въезд;ПО23;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;13.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;24.05.2022;02.08.2022;17.08.2022;21.08.2022;10.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;17.08.2022;27.10.2022;15.12.2022;
R1;А1;БС1425;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;30.05.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;04.06.2022;02.08.2022;07.06.2022;21.08.2022;16.09.2022;20.09.2022;;25.11.2022;;05.12.2022;;;27.10.2022;15.12.2022;
R1;А1;БС1408;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;25.04.2022;17.07.2022;26.04.2022;16.07.2022;29.04.2022;30.07.2022;;13.08.2022;;06.08.2022;27.04.2022;17.07.2022;24.05.2022;02.08.2022;25.08.2022;21.08.2022;16.09.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;25.08.2022;27.10.2022;15.12.2022;
R1;А1;БС1408;2100;3G;Модернизация;Въезд;ПО32;11.08.2021;18.10.2021;26.08.2021;18.10.2021;25.08.2021;12.10.2021;08.09.2021;;22.09.2021;;15.09.2021;18.10.2021;26.08.2021;24.10.2021;11.09.2021;07.12.2021;30.09.2021;15.11.2021;30.10.2021;18.04.2022;04.01.2022;21.01.2022;14.01.2022;03.12.2021;;21.01.2022;24.01.2022;21.01.2022
